item_id,content
26,"[会話要約] 以下の会話を要約してください。
### 会話
大月：僕は千葉出身なんですけど、津村さんの地元はどこなんですか？
津村：埼玉県。商業高校の応援団長をやっていました。当時は、応援団に入っていると髪型や学ランにちょっとだけ自由が許されていたから入団して。ちょっとヤンキーだったのかもしれないね（笑）。
ーデザイナーの人って、どこで生まれ育ったかを尋ねる人が多い気がします。
大月：やっぱりルーツが大事だからなのかな。それに、さっき言ったようにファッションには「みんなが白を着ているなら、俺は黒を着る」みたいな相対性があるから。特に、埼玉、千葉、茨城あたりの「東京にもアクセスできる半端な田舎」が一番その相対性が強く出る気がする。
津村：俺はイオンモールでは服を買わないぞ！とかね（笑）。ベッドタウンとしての郊外は周辺へのコンプレックスが加速するのよ。
大月：「俺もどうせなら島根とか鳥取出身って言いたかったな」と思っていました。
津村：きちんと別のカルチャーがそこにはもうあるもんね。
大月：コンプレックスでファッションをやっている節はありませんか？
津村：大いにあるよ。常に何かしらのショックがあった時にコンプレックスが生まれて、それがファッションに昇華できたら最高だよ。

ファッションはコミュニティの中からしか生まれない
大月：コミュニティがファッションを生み出すんだなということを最近考えるんです。例えば、僕がカッコいいと思っていたのはアルバイト先のスーパーマーケットで働いていた上司で。正社員なのに剃り込みが入っていて、ちょっとヤンキーっぽい風体をしているのに「いらっしゃっせー、いらっしゃっせー」と店内放送を流す声や仕草がとてもイカしていて、憧れたんですよ。憧憬も含めて、「あれは確かにファッションであったよな」と。
津村：そのスーパーマーケットのお兄ちゃんを違うコミュニティに置いても、同じようにはカッコよく映らないよね。
大月：コミュニティ内でのみ成立するかっこよさや、憧れの図式化ってありますよね。
津村：BAD HOPとかもそうだけど、彼らもやっぱり神奈川県川崎市という地域じゃない。
大月：ラッパーは、レぺゼン地域ですからね。

津村：そういう地域からカルチャーやファッションみたいなものは生まれるんじゃないかな。キャップの下にバンダナを巻くとか、スウェットパンツの左足だけをたくしあげるとか。
大月：地域の中だけで生まれた一見どうでもいい着こなしルールは、おそらくコミュニティ内で醸造されたマジョリティに対するカウンターとして生まれたものだと思うんですよね。"
27,"[会話要約] 以下の会話を要約してください。
### 会話
柴田：『百年と一日』素晴らしいですね。これは雑誌（PR誌『ちくま』）で連載されていたということですが、書きながら今までの短編集とは違うことをやっているという手応えはありましたか？

柴崎：今までの経験から、いつも次はもう少しこういう感じで書いてみたいなというものがあるんですけど、今回はPR誌でページ数も少ないので、短いもので面白いことをやりたいと思いました。でも、それがどんな感じものなのかというのが、自分でもはっきりとは分からなかったので、担当の編集者さんに説明していても分かりづらいというか（笑）。

柴田：たしかに、ひと言で「こういうコンセプトで書いています」と説明するのは難しいですよね。

柴崎：これだけ33編が集まって単行本という形にするとある程度伝わるんですけど、まだ何もない状態では、「時間が経つ話が書きたいんですけど」って言ってました。

柴田：あ、「時間が経つ話」ですか。

柴崎：長い時間が短い文章の中にあるような、昔話っぽいのを書きたいなと。でも実際に何編か書いてみると、この時間が経っていく感じをいろんなかたちで書いてみたら面白いな、というのが自分でもだんだん分かってきました。

柴田：柴崎さんの小説は、テーマとして場所ということはよく話題になるんですけど、『わたしがいなかった街で』（2012年／新潮社）あたりから、場所というテーマに時間というものがだんだん加わってきてる気がするんです。この短編集は、それが凝縮された感じがしていて、今は時間についておっしゃいましたけど、やっぱり場所ということもすごく濃いですよね。

柴崎：そうですね。最初は場所とか移動とかが自分の中で書きたいものとしてあってずっと書いていたんですけど、場所を書いてると自然と時間のことも出てくるというか、場所とか移動はやっぱり時間が関わってくるなと思ったんですね。もちろん場所自体にも興味がありますけど、場所はそこにある時間とか過去とか、あるいは誰かの記憶とかそこに居た人の経験みたいなものをつないでいるものなんじゃないかなと思って、そういうものを自分は書いてるのかなと、だんだん自覚するようになってきたという感じです。

柴田：なるほど。普通、時間の流れというのは小説では物語で伝わるわけじゃないですか。でも、『百年と一日』は、もちろんストーリーもこの33編の中に一つひとつあって、これはどなたも話題になさっていると思いますが、一編ごとにストーリーの要約になってるような長いタイトルがつけられていますよね。でも、これを読めばだいたい理解したことになるかというと、そうはならないところがミソで。

柴崎：そうなんです。小説って、あらすじで紹介されることが多いと思うんですけど、実際にその小説を読むと、思っていた感触と全然違うっていうことがよくありますよね。むしろそのあらすじに収まらないものが小説なのかなと思っているところが私にはあります。"
28,"[会話要約] 以下の会話を要約してください。
### 会話
大島：大久保先生は今も現役の歯科医師であり、サンスターグループ顧問やNPO法人ハート・リング運動特別顧問としても活動をされ、「オーラルフレイル予防」や「口の健康と認知症予防」などをテーマに書籍を出版、メディアに登場されるなど、社会活動を続けていらっしゃいます。先生の経歴を見ますと、比較的若い頃からいろいろな社会活動に関わっておられますね。

大久保：一番のきっかけは、大学院で小児歯科を専攻したものの、凄まじい「子供のむし歯の洪水」を目の当たりにしたことです。例えば、突然歯が痛くなった子供を連れて母親がわれわれの小児歯科に駆け込んできて、応急処置をしたあと、次の治療を希望しても、8か月先まで予約が取れない。当時の歯科医は小児歯科の教育を受けていないために、子供が泣いて暴れたらお手上げです。だから大学の小児歯科にかかるしかなく、8か月も待つような事態が生じていました。ならば研究よりもむし歯予防の実践活動をしなければならないと、自分の方向性を決めるきっかけになった出来事でした。患者があふれて治療が物理的に難しいのであれば、せめて次の治療日までむし歯が増えないように、重症化しないように、歯磨きや甘いものの摂り方を指導する「むし歯予防教室」を開きたいと教授にお願いして、1年間任せてもらいました。

大島：むし歯治療を8か月も待たせるという状況を単なる医療の問題ではないと考えて予防教室を開く、という発想にはなかなか至らないと思います。

大久保：父の跡を継いで歯科医になりましたが、高校時代から独学で社会科学や哲学を勉強していたので、「ここで起きている現象の根本は何か」と考える傾向があったと思います。だから、たとえ応急処置でも自分が一度担当した子供と母親のために何かできないかという発想が自然に出てきたんですね。予防教室を1年続けたところで父が急死したため、静岡市へ戻ることを決意し、予防教室を後輩に引き継いで大学院をやめました。静岡に戻ったら、案の定、子供の歯を診るというだけで富士山の麓の遠い町から患者さんが来るんです。

大島：当時、小児歯科がそれくらい少なかったということですね。

大久保：おっしゃる通りです。子供は泣いたら口を開けてくれませんから、そのくらい子供の歯を診るのは大変です。たくさんの患者さんを診療する中で、大学院での予防教室を開催しなければと考え、1971年に29歳で静岡市歯科医師会の公衆衛生部理事に就任して、「子供をむし歯から守る母親教室」を始めました。その時、母親教室を継続的な事業にするために市長に直談判し、市の予算を入れてもらいました。市の保健所に歯科衛生士を採用してもらい、歯科衛生士が行政を代表してわれわれと一緒に予防教室を実施するという、市と歯科医師会の協働の公的事業としました。おそらく日本で最初のむし歯予防のための組織的な公衆衛生活動だったと思います。"
29,"[会話要約] 以下の会話を要約してください。
### 会話
―――――日本は物質的に豊かになり、あえてチャレンジをしなくてもそれなりに生きられる社会を手に入れたようにも感じます。そんな社会において「チャレンジ」とはどういうものでしょうか？
山田総括（以下山田）：それなりに生きられるというのは良い社会ということですよね。ではチャレンジの必要がないかというと、そもそもチャレンジは我々の生きがいに直結するものです。北海道でも道外でも課題ばかりが声高に語られますが、課題の裏返しはチャンスです。チャンスが沢山あるということです。これまでの使命感に燃えたチャレンジだけでなく、自分を試したり自分の可能性を広げようとするチャレンジにも積極的に飛び込んだらどうでしょう。

岩岡先生（以下岩岡）：確かに。失敗を許さない、減点方式の風土はチャレンジをしないことに拍車をかけていると思います。失敗しても良いんだという雰囲気がないと、そもそもチャレンジできないですね。

山田：私自身はよくもまあここまで、というくらい失敗しているんですが、振り返ってみても最低限のセーフティネットがあったからチャレンジできたんだと感じています。例えば企業の場合ですが、多くの大企業は閉塞感にさいなまれています。これを打破するために、副業や兼業がシンプルで効果的な一つのチャンスになると期待しています。本業で生計をたて、副業・兼業で別のやりたいことにチャレンジをしてみるといった選択肢が、制度を含めて早く整うと良いと思います。

岩岡：「自信の無さ」がチャレンジを阻む本当の理由ではないかと、高校生を見ていて思うことがあります。

山田：自信の無さは、成熟社会ゆえのことかもしれませんね。僕はケニアに何度か出かけたことがあるんですが、ケニアでは部族間闘争などで大人が早く死んでしまうので、20代くらいの若者が社会を支えているんですね。そういった彼ら若者には有能感・有用感が漂っており堂々としています。北海道でも、若者の小さなチャレンジを周りが支援をして小さな自信を積み重ねることで、大きな自信につながると良いと思います。

岩岡：若者だけでなく、大人もそうかもしれません。やらされ感が出るとダメですね。でも生徒が目を輝かせる姿は教員にとっての一番の喜びでもありますから、普段自分たちが教えられないようなことを地域やチャレンジフィールド北海道に関わる沢山の方に協力してもらえるとうれしいですね。例えば企業の研究者に生徒が進路相談できたりとか。"
30,"[長い文書のClosed QA（千トークン以上）] 以下の文章をもとに問題に答えよ
### 文章
第１回 こども未来戦略会議 議事要旨 １． 日 時 令和５年４月７日（金）１７時４０分～１８時４０分 ２． 場 所 官邸２階 大ホール ３． 出席者 （議長） 岸田内閣総理大臣 （副議長） 後藤全世代型社会保障改革担当大臣、小倉内閣府特命担当大臣（こども政策 少子 化対策 若者活躍 男女共同参画） （閣僚構成員）松野内閣官房長官、尾身総務副大臣（代理出席）、鈴木財務大臣、永岡文部科学 大臣、加藤厚生労働大臣、西村経済産業大臣、古川国土交通大臣政務官（代理出席） （有識者構成員）秋田喜代美、荒木泰臣、遠藤久夫、奥山千鶴子、権丈善一、小林健、櫻井彩乃、 清家篤、武田洋子、立谷秀清、十倉雅和、冨山和彦、中野美奈子、新浪剛史、新居日南恵、 平井伸治、水島郁子、芳野友子 （五十音順、敬称略） ４． 議事内容  最初に、後藤全世代型社会保障改革担当大臣より、こども未来戦略会議の設置について、 【資料１】を用いて説明の上で、こども未来戦略会議の運営などに関して、【資料２】及び【資料 ３】を紹介。  次に、小倉内閣府特命担当大臣（こども政策 少子化対策 若者活躍 男女共同参画）より、 「こども・子育て政策の強化について（試案）」について、【資料４】及び【資料５】を用いて説明。  その後、各構成員（関係閣僚を除く。）より、こども・子育て政策の強化について、下記のような意見があった。 
【「こども・子育て政策の強化について（試案）」に対する意見（個別施策）】 ○ 少子化の原因の一つは未婚率の上昇。「構造的な賃上げ」への取組が重要であり、生涯賃金 の格差是正に向けた具体的施策や、非正規のセーフティネット拡大が不可欠。 ○ 若い世代の結婚・出産の希望の実現のため、構造的な賃上げの実現が重要。 ○ 特に若い世代の「世帯の実質賃金」が継続的に上がる必要があり、男女とも育児に十分な時間を割くための働き方改革など、子育てをしながら男女ともに活躍ができる環境整備を急ぐべき。特に、雇用の７割を支える中小企業の取組の加速が鍵。 ○ 多様な生き方、働き方、性別に対して中立的な経済社会システムを作るべき。非正規やフリー ランスを包摂し、全ての若者に支援を届けようとする試案の方向性に賛同。労働市場の流動化とリスキリングなどの包摂的セーフティネット構築が連動して、「正社員男性」とそれ以外の 人々の格差が解消し、若者の結婚・出産・子育てへの希望再生を期待。 ○ 奨学金の問題が大きい。卒業後の収入に応じた返済の仕組みの対象を広げるとか、社会全体で教育を支えるということが必要。 ○ 住宅支援の充実も必要であり、市町村で空き家をリノベーションし、子育て世代のために活用 するといったことを行っていただきたい。 ○ 幼児教育・保育の質の向上として、75 年ぶりの配置基準改革が記載されたことは有意義。その実現には保育者の養成、人材確保、更なる処遇改善の検討が重要。また、「こども誰でも 通園制度」は、孤立化しやすい低年齢の「子育て」を支援する親支援というだけでなく、全てのこどもの育ちを低年齢から保障する未来投資であり、画期的。 ○ 試案にある育休給付の手取り 10 割の保証などは意義深い。育児休業がネガティブな経験に ならないよう、育休手当の手取り保障や、振り込みのタイミングについても具体化に向けた議 論が重要。 ○ 若者が結婚や子育てについて希望が持てないのが日本の現状。こどもを諦める原因は、性別役割分担意識。最近、若い男性は、就活のときに男性育休がとれるかどうかで活動をしている。大企業以外でも男性育休の取得がマストとなるようにすべき。
### 問題
文章によると日本の現状についてどのように捉えられているか"
31,"[長い文書のClosed QA（千トークン以上）] 以下の文章をもとに問題に答えよ
### 文章
1 調査の目的
農家等における農薬の使用状況の調査点検及び農産物中の残留農薬の分析を行うことにより、農薬のリスク管理に係る施策の企画立案のための基礎資料等を得るとともに、農薬の適 正使用状況、農薬の使用頻度等を把握し、広く国民に情報提供することにより農薬に係る正しい理解を促し、調査点検結果等に基づく所要の指導を通じて、農薬の不適正使用の防止等 を図り、もって安全な農産物の生産に資する。
2 農薬の使用状況調査
(1)調査方法
令和4年度の調査は、穀類、野菜類、果樹類又は茶を生産している農家 469 戸を対象とした。独立行政法人農林水産消費安全技術センター(FAMIC)が農薬使用状況等記入簿に基づき、使用された農薬の適用農作物、使用量又は希釈倍数、使用時期及び使用回数の調査を行った。
(注)農薬の使用状況を生産者団体等の独自の作成している帳簿等の様式に記入している農家 については、当該様式に記載された内容に基づき、調査を行った。
(2)調査結果(概況)(別表1)
調査対象とした 469 戸の農産物販売農家のうち、468 戸の農家が農薬を適正に使用している一方で、1 戸の農家で、使用時期が適切でなかった事例が確認された。
3 農薬の残留状況調査
(1)調査方法
ア 試料検体数
上記2の農薬の使用状況調査を実施した農家が生産している農産物のべ 10 品目(米穀、だいこん、ごぼう、チンゲンサイ、しゅんぎく、ねぎ、なす、えだまめ、ぶどう、茶)を対象とし、合計 469 検体とした。
イ 試料採取方法
上記2の農薬の使用状況調査を実施した農家から、穀類は、無作為に採取して合成縮 分の上 1 kg 以上となるよう、茶は、同様にして 0.2 kg 以上となるよう、その他の農産物 は、無作為に 5 個以上かつ合計重量が 2 kg 以上となるよう採取した。
ウ 分析方法
(ア)分析対象農薬
調査対象となる各農産物に使用された農薬のうち、分析法が確立している農薬を選定した。
(イ)検査部位
食品、添加物等の規格基準(昭和 34 年 12 月 28 日付け厚生省告示第 370 号) 第 1 食品 A の部 食品一般の成分規格において定める部位を検査部位とした。 
(ウ)分析法
「食品に残留する農薬、飼料添加物又は動物用医薬品の成分である物質の試験法について」(平成 17 年1月 24 日付け食安発第 0124001 号厚生労働省医薬食品局食品安全部 長通知)の別添の第2章(一斉試験法)及び第3章(個別試験法)に定められた試験 法や精製溶媒等に一部修正を加えた分析法を用いた。なお、修正を加えた分析法につ いては、「食品中に残留する農薬等に関する試験法の妥当性評価ガイドラインについ て」(平成 19 年 11 月 15 日付け食安発第 1115001 号厚生労働省医薬食品局食品安全部 長通知)に従い、妥当性を確認した。
(エ)定量限界 
適切な精確さをもって定量できる(具体的な濃度が決められる)濃度の限界値である
定量限界は、農薬ごとに残留基準値の 10 分の 1 以下となるよう設定した(ただし、基 準値が一律基準 0.01 ppm とその付近のものについては、基準値以下となるように設定) (別表2)。
(オ)妥当性確認
代表的な作物と農薬の組合せで添加回収率が適切な範囲(70~120%)にあることを確認した。
### 問題
文章によるとどのような結果が得られたか答えよ。"
32,"[長い文書のClosed QA（千トークン以上）] 以下の文章の筆者の嫁姑問題についての意見を簡潔に述べて下さい。
### 文章
男性シニアブロガーさんの記事に80代の女性の
悩みは嫁姑問題にある…
を読みましたが本当にその通りだと思いました。

60代の嫁が不機嫌で口も聞かない。
夕食は作ってくれる。
月に6万円払っているそうです。

こじれる前に何とか解決出来なかったのかしらね。
今の世の中では同居は無理だと思うの。

愛があった夫婦関係だって怪しいのに、
はじめから愛の無い嫁姑が、波風立てずに
付き合うのは至難の業ですよ。

別居していて年に1〜2度会うだけでも
揉めてる人達もいるんでしょ？

上手くやる方法は、会わない事が一番なのよ。
それを「上手くいってる」と言うのかは分
からないけどね。

兎に角、表面立ってもめたら終わりよね。
シコリには治療法は無いんだもん。
シコリは余命宣告した(された)のと同じだわ。

娘でも同じよ。
一人の人間として生き方を尊重してあげれば
親の意見なんか言う必要は無いんじゃない。
聞かれた時は別よ。

「親子だから遠慮なく何でも言える」と言う人も
いるけれど～
私達親子は言葉には気を使うわよ。

性格はお互いに良く知ってるので嫌がる事は言わないわ。
あれは違う
これも違う
服装が派手だ
化粧が派手？
なんて本人の自由じゃない？
大人なんだもの。

私には、嫁が二人居るけど本当の親のように
なろうなんて無理だし無駄よ。

嫁はそんなの求めてないもの。
そもそも、私の嫁じゃないわ。
忘れないでね、息子の嫁よ。

ニコニコと頷いて話を聞いてれば良いんだし、
嫁が喋らない時は、無難な話で、息子の欠点を
言いながら～
「扱いが大変でしょ〜」と言ってればいいんじゃない？
息子を褒め過ぎるのはダメよ。
いずれにしても姑が夫婦の中を
こじらせるような事をしたら最悪！

嫁姑の中でなくても、不機嫌が顔に出る人ってどうなの？

我が家は二世帯住宅と言っても、猫の出入りの為に
ドアが10センチほど開いてたり、
私の玄関フロアに息子家の冷蔵庫があるので、
時々嫁とも顔を合わせるけど、いつでもニコニコしてるわ。

でも私、知ってるの。
息子家に帰ると、私にニコニコする3倍も
ゲラゲラ笑って楽しそうなのを。

いつでも明るい笑い声が聞こえてくるけど、
私の家庭では無い事を肝に命じてるわ。"
33,"[長い文書のClosed QA（千トークン以上）] 以下の文章をもとに問題に答えよ
### 文章
条里制とは, わが国の古代に施行された土地区画制度であり, いわゆる条里地割として現在も歴然と認 められる条里の遺構や, 条里制特有の地名の残存などを通じて, 条里制が東北地方の一部を除き, 畿内を 中心に, 広 く日本全土の平野や盆地に行なわれたことは明らかである。 このように, 条里制は古代大和朝廷政権の成立発展と深く関連し, とくに大化改新による班田収授法と密接な関係を有するものとみなされ る。 それにも拘らず, 条里制については日本の通史にも, 律令の明文にも殆んど記載されていないため, 今日まで条里制について幾多の研究が進められてきたが, 条里制の起源をはじめ, 条里地割, 条里集落などについて, なお解明されていない多くの問題が残されている。
著者は本論文を前篇と後篇とに分かち, 前篇では, 条理制に関する従来の諸研究について詳細な学説史 的考察を行ない, それによって, 現在の条里制研究に課せ られた問題点を明かにし, また後篇では, 主と して摂津国の地方条里を対象とし, 綿密な現地調査を基礎にして, これらの問題点の解明を試みている。 前篇 「条里制研究の系譜的考察」 は 4章より成る。 条里についての総括的記載は平安朝末の 「拾芥抄」をもって唱矢とするが, 第 1 章 「明治以前の諸研究」 では, 著者は条里制研究がすでに江戸時代に,伊藤 東涯の「制度通」 などにみられるように, 「拾芥抄」 の記載に基づく制度史研究にはじまることを指摘している。 次いで第 2章の 「明治 ・ 大正期の研究」 では, これまでの文献的制度史的研究 とな らんで, 明 治時代には新たに, 実証的歴史的研究がはじまり, とくに平城京の条坊制の研究と関連して, 大正時代には, 条里制研究においても, 地方条里の実証的研究の蓄積を通じて, 条里制自体を理解しようとする帰納的方法が確立され, 歴史学的研究の分野にめざましい発展がみられたと述べる。 さらに第 3・4章の 「昭 和期の研究動向」 では, 条里制研究は一段と進歩し, 昭和前期には, 歴史学の分野では, 従来の文献史的 ・実証的研究のほかに,/条里制が広く全国に実施されるに至った背景としての律令国家の社会経済史的研究が加わったこと, また歴史学的研究ばかりでなく, 新たに地理学の分野において, 地方条里の実態調査 を基礎にして, 条里制の分布や自然環境の問題が検討されるに至ったことを強調している。 
### 問題
文章中で述べられている章構成を教えてください。"
34,"[長い文書のClosed QA（千トークン以上）] 以下の文章をもとに問題に答えよ
### 文章
アフリカ文学はナショナルなものたらんとして誕生し,批評,文学研究 はそれに呼応する形で自らの対象を生み出した。現在アフリカ文学として知られる,ヨ ーロッパ語による文学伝統の嚆矢となったのは,1930年代のパリで,サンゴール,セゼール らの手 によってフランス語で生み出されたネグリチュードという文学運動だった。それはフランスの 「われわれ」に回収され,統合されることを拒 み,別の「われわれ」を立ち上げようとする試みであり,黒人,アフリカ人としての 「われわれ」を主体として形 成し,西欧国民国家の文学という制度を通して,人々を 新たな 「われわれ」 に動員することによって,黒 人 あるいはアフリカ人 としての 「国民/民 族」 を形成 しようと する文学的ナショナリズムだった。そして,西 欧 によるアフリカ文学批評の嚆矢 と言 って もよいサルトルの 『黒いオルフェ』(1947)は,ネグリチュードを歴 史の弁証法の弱泊 と して位置づ ける,一 見冷静で俯瞰的な眼差しにもかかわらず,心 地よい自文化 の まどろみの中に突如立ち上 がってきた 「他者」の眼差しに戦標し,フランス語の 「われわれ」に回収し得ない 異質な 「われわれ」の存在を感じ取る,ネグリチュード のナショナリズムに敏感 に呼応す るものだった。
英語圏において も,1950年 代 にチュチュオーラの 『ヤシ酒飲み』が 「プリミティブな文体」と「荒唐無稽な」物 語の ゆ えに イギ リス人読者の 間で物議 をか も した後, 1960年代から70年代にかけて,ユリ・ベイヤー,ジェラルド・ムーア,チャールズ ・ラーソンといった批評家 が, ヨーロッパ文学 とは異 なる,アフリカ文学 とい う独自の世界が存在するのだ,と いうことを論じ始めている。 こうした最初期の,ナショナリズムとしてのアフリカ 文学の誕生 に呼応す る形 で表 れた批評,研 究 は,し ば しばかなり性急なエッセンシャリズムの傾向を持っていた。 なかで もよく知 られてい るの は,生 まれつつ あったアフ リカ文学の本質 を,『ム ン トゥ』 などに よって当時流布 し ていたアフリカ哲学の諸価値に還元しようとした,ド イ ツ人批 評家ヤンハインツ ・ヤ ーンだろ う。ベル ギー人 リリアン・ケステロートの 『フランス語黒人作家たち』も 「黒人世界の価値」をネグリチュードに呼応する形で語るものだ った。
こうした傾 向は,ア フリカ人作家 自身の主意主義的ナショナリズムとの共 犯関係 を構成 す るかの ように,そ の 後 も形 を さま ざまに変 えなが ら続 いてい った。 しきりに 口承文芸の影響 を語 り,チュチュオー ラヘの批評 の場合 に見られたように,ア フリカ人作家の英語やフランス語 の中に独自の アフ リカ的文体 を見いだそ うとす る傾向 も,こうした中か ら現れて きた もので ある。
次 に現れて きたの は,ア フ リカ文学 を一連 のテーマ群に還元 しようとす る研究の スタイル である。これ はアフ リカ人作家たちが ネグ リチ ュー ドの人種的,大陸的語 り を離れ,個 別の アフ リカ人社会 とその 中の人間が直面する諸問題を主題とし始めたことに対応しているが,同 時 に,1970年代以降,英,米,仏 などのヨーロッパ諸国と 新 しいア フリカの独立諸 国の大学において,ア フリカ文 学 が学位論文の テーマ として取 り上げ られ るようになってか ら顕著 に見 られるようになってきたもので ある。 何よりも,欧 米のアカデミズムに大きく依存したまま とはいえ,ア フ リカ人 によ るア フリカ文学研究 が徐 々に 主要 な位置 を占め るよ うにな って きていた。ア フリカ人作家の作品の中に,伝 統と近代,農 村と都市という価値 対立の問題が読み込 まれ,さ らに独立 国家の矛盾 が,無 視 されて きたア フ リカ人女性の問題 が読 み込 まれてい っ た。アパルトヘイト下の南アフリカの黒人文学が,強 い 共感を持って迎えられたの もこの時代であった。しかし,ア フ リカ文学に現実の アフ リカ社会の諸問題 を読み込もうとするこうした傾向も,大 陸的,人 種的な 語りに呼応する本質還元主義とは異なった形で,ナ ショナルなものという大きな枠組みは共有しつづけていた。
### 問題
ネグリチュードとはなんですか。"
35,"[敬語] 以下の文章を敬語に直してください
### 文章
今回のマネジメント講演会で、企業で必要なリーダー像やチーム全体や部下のマネジメント方法について学んだ。 特に、講演で話していた「部下とのコミュニケーションは積極的に上司が取らなければならない」ことや「大勢の前で指導してはいけない」みたいなことが印象に残った。 これらは自分が意識できていなかったことで、部下とのコミュニケーションが少なかったことや、指導の仕方が不適切だったことを認識し、すごく反省した。 これからは、積極的に部下とコミュニケーションを取るとともに、指導方法についてもこの講演会のことを思い出しながらチーム全体の士気を高めていくよう努めていくつもり"
36,"[敬語] 以下の感想文を適切で丁寧な日本語に直してください。
### 文章
同じ物質がアレルギーを促進するとともに抑制する機能を持つということに驚きました。これから先、より良いアレルギーの発見簡易化、治療、抑制の可能性増加に役立っていけば自分自身助かるのでこの先の動向が気になります。とりあえず２倍ということを覚えといてというお話が最後にあったと思いますが、個人的には生活の多様性が広がったことで同時にアレルギー発症に繋がる可能性のある行為を知らず知らずのうちにしてしまうことが増えたのが特に大きな原因ではないかと思いました。"
37,"[敬語] 以下の文章をビジネスシーンで適切な敬語に直してください
### 文章
これからは起業や独立する方が増えるとはいえ、実際は、企業で活躍する人もたくさんいるわけですが、新・経営学部はベンチャーや独立志向だけでなく、企業が今まさに「欲しい！」と思う人材をしっかりと育てようとされているのを感じます。ビジネスデザイン専攻やAIビジネス専攻が育てようとしているのは、「今、何をすれば利益を伸ばせるか」「テクノロジーをビジネスにどう埋めこむか」を自分で考えられる人材。それは企業が今、最も欲しがっている人材なんです。"
38,"[敬語] 以下の会話をフランクな文体に直してください。
### 会話
◆鈴木均　委員　　中小企業生産性向上・設備投資促進補助金についてですけれども、川村委員からもお尋ねがありましたが、私からは、まず最初に２点、この補助の対象になる事業者の数はどのぐらいを想定しているのかということと、それから、予算22億円計上していますが、この予算の内訳はどんなものなのかというのをお尋ねします。

○委員長（田中幸太郎君）　田中経済政策課長。

◎説明者（田中経済政策課長）　まず、対象事業者の数でございますけれども、予算額22億円のうち、補助金の原資については20億円というふうに計上しておりまして、上限額500万円で仮に申請があった場合には400件程度ということで見込んでございます。予算額の内訳につきましては、22億円のうち補助金の原資が20億円、それから業務委託費につきまして２億円ということで計上しているところでございます。
　以上でございます。

○委員長（田中幸太郎君）　鈴木委員。

◆鈴木均　委員　　まず、この対象となる件数400件というお話ですが、これを大幅に超えて応募があった場合はどういうふうにしようと考えていらっしゃいますか。

○委員長（田中幸太郎君）　田中経済政策課長。

◎説明者（田中経済政策課長）　現時点では、この補助金につきましては予算の範囲内での補助ということを考えてございます。件数につきましては、当然上限額で皆さん申請してくるかどうかはちょっと分かりませんけれども、その場合にはより多くの補助事業者を採択できるということにはなるかと思います。
　以上でございます。

○委員長（田中幸太郎君）　鈴木委員。

◆鈴木均　委員　　分かりました。
　それから、今、事務委託の費用が２億円という予算だとお聞きしましたが、これは前回も特別高圧のことでお尋ねしたんですけれども、今回はどういった契約形態を考えているのか教えてください。

○委員長（田中幸太郎君）　田中経済政策課長。

◎説明者（田中経済政策課長）　契約形態、業者の選定方法ということかと思いますけれども、こちらもちょっと検討中ではございますけれども、できるだけ迅速な事業の実施を図りつつ、競争性を確保できるような形、プロポーザル方式等も含めまして検討してまいりたいと思っております。"
39,"[敬語] 以下の文章を小学生の生徒にわかりやすいように直してください。
### 文章
空が青い理由は3つあります。太陽光、大気中の粒子、そして見ている私たちが人間だからです。3つ目については最後に説明するとして、まずは太陽光と大気中の粒子の相互作用に注目してみましょう。

かつて空の青さは、大気中の塵や水滴、そのほかの大きな粒子がつくりだしていると信じられていました。これは間違いです。空の青さをつくりだしているのは、空気中の非常に小さな粒子、空気分子そのものです。とくに酸素分子と窒素分子がカギとなります。
光の波長よりも小さい超微小の酸素分子と窒素分子は、空気中に大量に存在しています。これこそが空の実態です。
目に見える光は、長さの違う波長のスペクトルから成り立っています。最長の波長をもつのは赤い光で、最短の波長をもつのは青、もっと正確にいえば紫の光です。
青の波長は短いので、大気中の酸素分子や窒素分子に、より頻繁に衝突します。その結果、衝突した青の波長はありとあらゆる方向へ散乱します。
これは“レイリー散乱”と呼ばれます。1871年、青い光の波長は赤い光の波長と比べて、空気中で16倍も散乱するということを数学的に証明し、それを発表したジョン・ウィリアム・ストラット、通称レイリー男爵が、この現象にはじめて言及したからです。
でもちょっと待ってください。最短の波長をもつのは紫の光でしたよね？　紫の波長は青よりもさらに短いわけですから、空気分子との衝突もより頻繁になり、もっと散乱するはずですよね？　ではなぜ空は紫色ではないのでしょうか？そこで重要になってくるのが3つめの理由、私たちが人間である、という事実です。人間の目は、光のスペクトルの真ん中に位置する色をより鮮明に捉えられるようにできています。
ですから、紫よりも青の方が目でとらえるのがずっと簡単なのです。青の波長よりも紫の波長の方が空気中に多く散乱しているにも関わらず空が青く見えるのは、私たちの目が紫色よりも青色を捉えているからにすぎません。虹色の中で紫色がもっとも目で確認しづらいのも、同じ理由です。"
40,"[プロジェクト作成] 今まで機械学習に触れたことがない中高生向けに機械学習について初歩的な内容を知ってもらうためのイベントを企画しています。
規模としては150人程度の参加を検討しています。
段階を追って何をすべきか具体的に洗い出してください。"
41,[プロジェクト作成] 日本の山地の綺麗な水を生かしてワサビを栽培しようと考えています。より大きな利益が得られるように土地の選び方等を含めて順番に何をすべきかを具体的に考えてください。
